Times,NpuID(Idx),ChipId(Idx),Pwr(W),Temp(C),AI Core(%),AI Cpu(%),Ctrl Cpu(%),Memory(%),Memory BW(%),Adjusted CPU Power (W),CPU Energy (J),Total Energy (J)
258,0,0,8.5,48,0,19,90,90,3,27.78571429,5.279285714,5.279285714
259,0,0,8.5,48,0,24,88,89,3,27.78571429,6.668571429,6.668571429
260,0,0,8.5,48,0,20,86,88,9,27.78571429,5.557142857,5.557142857
261,0,0,8.4,48,0,16,75,87,9,27.78571429,4.445714286,4.445714286
262,0,0,8.6,48,0,15,89,87,13,27.78571429,4.167857143,4.167857143
263,0,0,8.8,48,0,28,86,87,3,27.78571429,7.78,7.78
264,0,0,8.8,48,0,12,95,88,4,27.78571429,3.334285714,3.334285714
265,0,0,8.5,49,0,31,94,88,8,28,8.68,8.68
266,0,0,8.4,48,0,25,90,88,8,27.78571429,6.946428571,6.946428571
267,0,0,8.5,48,0,19,87,88,2,27.78571429,5.279285714,5.279285714
268,0,0,8.5,48,0,19,87,91,7,27.78571429,5.279285714,5.279285714
269,0,0,8.5,49,0,20,79,87,11,28,5.6,5.6
270,0,0,8.7,48,0,35,84,87,11,27.78571429,9.725,9.725
271,0,0,8.8,48,0,11,87,87,3,27.78571429,3.056428571,3.056428571
272,0,0,8.7,48,0,21,96,87,3,27.78571429,5.835,5.835
273,0,0,8.5,48,0,16,96,88,2,27.78571429,4.445714286,4.445714286
274,0,0,8.5,48,0,18,89,89,9,27.78571429,5.001428571,5.001428571
275,0,0,8.5,48,0,21,88,94,14,27.78571429,5.835,5.835
276,0,0,8.5,48,0,11,83,90,11,27.78571429,3.056428571,3.056428571
277,0,0,8.6,48,0,24,85,88,9,27.78571429,6.668571429,6.668571429
278,0,0,8.7,48,0,13,85,88,10,27.78571429,3.612142857,3.612142857
279,0,0,8.8,48,0,18,88,88,4,27.78571429,5.001428571,5.001428571
280,0,0,8.6,49,0,22,94,88,11,28,6.16,6.16
281,0,0,8.6,48,0,17,92,88,7,27.78571429,4.723571429,4.723571429
282,0,0,8.5,48,0,26,89,88,1,27.78571429,7.224285714,7.224285714
283,0,0,8.5,48,0,17,90,89,9,27.78571429,4.723571429,4.723571429
284,0,0,8.7,49,0,31,81,89,11,28,8.68,8.68
285,0,0,8.8,48,0,19,88,89,13,27.78571429,5.279285714,5.279285714
286,0,0,8.8,48,0,21,86,89,2,27.78571429,5.835,5.835
287,0,0,8.8,48,0,10,95,89,2,27.78571429,2.778571429,2.778571429
288,0,0,8.6,48,0,19,95,89,4,27.78571429,5.279285714,5.279285714
289,0,0,8.6,48,0,34,89,93,11,27.78571429,9.447142857,9.447142857
290,0,0,8.6,48,0,58,92,90,5,27.78571429,16.11571429,16.11571429
291,0,0,8.6,48,0,19,78,90,11,27.78571429,5.279285714,5.279285714
292,0,0,8.6,49,0,25,78,89,6,28,7,7
293,0,0,8.7,48,0,15,87,90,18,27.78571429,4.167857143,4.167857143
294,0,0,8.8,48,0,27,93,90,3,27.78571429,7.502142857,7.502142857
295,0,0,8.8,48,0,28,94,90,10,27.78571429,7.78,7.78
296,0,0,8.6,49,0,18,88,93,9,28,5.04,5.04
297,0,0,8.6,48,0,20,92,90,8,27.78571429,5.557142857,5.557142857
298,0,0,8.6,48,0,22,77,90,9,27.78571429,6.112857143,6.112857143
299,0,0,8.6,49,0,10,80,90,6,28,2.8,2.8
300,0,0,8.7,48,0,24,87,90,15,27.78571429,6.668571429,6.668571429
301,0,0,8.8,48,0,19,86,90,4,27.78571429,5.279285714,5.279285714
302,0,0,8.7,48,0,23,95,92,13,27.78571429,6.390714286,6.390714286
303,0,0,8.6,48,0,20,89,91,9,27.78571429,5.557142857,5.557142857
304,0,0,8.6,48,0,17,82,90,3,27.78571429,4.723571429,4.723571429
305,0,0,8.5,48,0,17,87,90,10,27.78571429,4.723571429,4.723571429
306,0,0,8.5,49,0,16,77,90,8,28,4.48,4.48
307,0,0,8.6,49,0,14,88,90,13,28,3.92,3.92
308,0,0,8.8,48,0,28,89,90,2,27.78571429,7.78,7.78
309,0,0,8.7,48,0,11,97,90,2,27.78571429,3.056428571,3.056428571
310,0,0,8.5,49,0,17,95,90,2,28,4.76,4.76
311,0,0,8.5,48,0,13,87,90,2,27.78571429,3.612142857,3.612142857
312,0,0,8.6,49,0,15,84,95,9,28,4.2,4.2
313,0,0,8.5,48,0,25,83,89,8,27.78571429,6.946428571,6.946428571
314,0,0,8.6,48,0,25,77,91,14,27.78571429,6.946428571,6.946428571
315,0,0,8.8,49,0,46,90,90,7,28,12.88,12.88
316,0,0,8.9,48,0,20,94,90,4,27.78571429,5.557142857,5.557142857
317,0,0,8.7,48,0,18,90,90,2,27.78571429,5.001428571,5.001428571
318,0,0,8.6,49,0,22,90,90,12,28,6.16,6.16
319,0,0,8.6,48,0,19,84,90,8,27.78571429,5.279285714,5.279285714
320,0,0,8.5,49,0,14,78,90,11,28,3.92,3.92
321,0,0,8.6,48,0,21,85,91,11,27.78571429,5.835,5.835
322,0,0,8.7,49,0,26,87,90,7,28,7.28,7.28
